epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,6.85814,0.90124,2.93889,1.02149,0,0,0,0,0,40.6875,0,0.000985604,0.000985604,0.000985604
21,7.18026,1.06994,2.57225,1.09584,0,0,0,0,0,40.5312,0,0.00100264,0.00100264,0.00100264
22,7.49836,1.14239,2.60149,1.09883,0,0,0,0,0,40.5312,0,0.00101651,0.00101651,0.00101651
23,7.8163,1.18901,2.49708,1.17054,0,0,0,0,0,40.9062,0,0.00102721,0.00102721,0.00102721
24,8.13447,1.12317,2.99769,1.03123,0,0,0,0,0,40.9062,0,0.00103474,0.00103474,0.00103474
25,8.45273,0.97877,2.42464,0.99221,0,0,0,0,0,38.625,0,0.0010391,0.0010391,0.0010391
26,8.76938,0.98117,2.15432,1.05724,0,0,0,0,0,38.625,0,0.00101,0.00101,0.00101
27,9.09696,0.98907,2.30819,1.12873,0,0,0,0,0,33.9688,0,0.0009704,0.0009704,0.0009704
28,9.40146,1.01219,2.09854,1.02898,0,0,0,0,0,33.9688,0,0.0009308,0.0009308,0.0009308
29,9.74002,0.9948,2.26676,1.09255,0,0,0,0,0,34.75,0,0.0008912,0.0008912,0.0008912
30,10.0478,1.00983,2.2343,1.05731,0,0,0,0,0,34.75,0,0.0008516,0.0008516,0.0008516
31,10.379,1.26807,2.38373,1.16776,0,0,0,0,0,35.7812,0,0.000812,0.000812,0.000812
32,10.698,0.96449,2.17904,1.02824,0,0,0,0,0,35.7812,0,0.0007724,0.0007724,0.0007724
33,11.0197,1.13998,2.52374,1.18116,0,0,0,0,0,34.6562,0,0.0007328,0.0007328,0.0007328
34,11.3279,0.97284,1.95998,1.03745,0,0,0,0,0,34.6562,0,0.0006932,0.0006932,0.0006932
35,11.653,1.09612,2.1497,1.15882,0,0,0,0,0,36.5625,0,0.0006536,0.0006536,0.0006536
36,11.9674,0.98857,1.82207,1.10269,0,0,0,0,0,36.5625,0,0.000614,0.000614,0.000614
37,12.2839,1.11568,2.26297,1.17248,0,0,0,0,0,41.2812,0,0.0005744,0.0005744,0.0005744
38,12.5918,0.91853,2.07265,1.00549,0,0,0,0,0,41.2812,0,0.0005348,0.0005348,0.0005348
39,12.9028,0.97025,2.3047,1.09212,0,0,0,0,0,38.9062,0,0.0004952,0.0004952,0.0004952
40,13.2405,0.84392,1.71433,0.95639,0,0,0,0,0,38.9062,0,0.0004556,0.0004556,0.0004556
41,15.5117,1.04074,3.60106,1.05031,0,0,0,0,0,33.4062,0,0.000416,0.000416,0.000416
42,15.8684,0.81242,2.93854,1.02248,0,0,0,0,0,33.4062,0,0.0003764,0.0003764,0.0003764
43,16.1739,0.87468,2.47153,0.97984,0,0,0,0,0,30.7344,0,0.0003368,0.0003368,0.0003368
44,16.4787,0.6873,2.49271,0.92734,0,0,0,0,0,30.7344,0,0.0002972,0.0002972,0.0002972
45,16.7854,0.76646,2.81556,0.97394,0,0,0,0,0,29.9375,0,0.0002576,0.0002576,0.0002576
46,17.086,0.80858,2.55023,0.96539,0,0,0,0,0,29.9375,0,0.000218,0.000218,0.000218
47,17.3966,0.75797,2.52563,0.9564,0,0,0,0,0,30.8438,0,0.0001784,0.0001784,0.0001784
48,17.6884,0.55411,7.63088,0.70737,0,0,0,0,0,30.8438,0,0.0001388,0.0001388,0.0001388
49,17.9954,0.81383,2.50896,0.99392,0,0,0,0,0,31.5312,0,9.92e-05,9.92e-05,9.92e-05
50,18.3039,0.83306,2.82567,1.00286,0,0,0,0,0,31.5312,0,5.96e-05,5.96e-05,5.96e-05
